id,identity_to_query
UniRef100_UPI00272A4898/626-880,0.349
UniRef100_UPI0011325B4C/654-908,0.360
UniRef100_A0A7K6VTI9/9-224,0.341
UniRef100_UPI001C4244DA/629-883,0.352
UniRef100_UPI00227C4325/651-905,0.360
UniRef100_A0A672PHI2/386-638,0.356
UniRef100_UPI0005229DA4/16-231,0.337
UniRef100_UPI00298D539E/402-654,0.333
UniRef100_A0A852BD83/391-643,0.333
UniRef100_UPI0020140F53/632-887,0.356
UniRef100_UPI000642EE48/401-617,0.352
UniRef100_A0A6P6LYI2/618-873,0.356
UniRef100_UPI001175D537/602-856,0.360
UniRef100_UPI0024B5F9D1/612-866,0.372
UniRef100_A0A3Q3FC29/427-679,0.349
UniRef100_UPI0026764509/501-746,0.341
UniRef100_UPI002AB6D5F3/395-647,0.352
UniRef100_UPI002AD4D5E3/399-651,0.364
UniRef100_A0A1L8F6F2/385-637,0.333
UniRef100_UPI0024B4F989/670-924,0.372
UniRef100_UPI001FA83AE4/708-962,0.360
UniRef100_UPI001175FF1C/665-919,0.360
UniRef100_A0A8C7XZC1/252-510,0.617
UniRef100_A0A667Y9D0/466-720,0.360
UniRef100_A0A556V0Y7/153-412,0.544
UniRef100_UPI002FE6AD18/392-644,0.352
UniRef100_UPI001A7E8AFB/642-896,0.364
UniRef100_A4IIT5/388-640,0.337
UniRef100_F7BPD0/388-640,0.337
UniRef100_A0A3Q3BTY4/644-898,0.364
UniRef100_A0A1S3KJZ8/795-1049,0.360
UniRef100_A0A8C5DAD7/393-645,0.360
UniRef100_I3KWH4/298-550,0.352
UniRef100_UPI001E66BB8E/839-1093,0.360
UniRef100_UPI001126B9B8/400-652,0.341
UniRef100_UPI001FA91491/767-1021,0.360
UniRef100_A0A673MZU3/216-466,0.383
UniRef100_UPI0007B9789F/220-470,0.383
UniRef100_A0A8C7Y1C4/282-540,0.617
UniRef100_UPI0007B93B07/221-471,0.383
UniRef100_UPI00051E64BD/10-224,0.333
UniRef100_UPI001A7EC16E/696-950,0.364
UniRef100_A0A3Q1FDC0/398-650,0.345
UniRef100_A0A6G1PLX7/719-973,0.360
UniRef100_A0A3Q2V666/698-952,0.364
UniRef100_H2UZ44/194-479,0.617
UniRef100_A0A8C1N831/131-392,0.345
UniRef100_UPI002FC32071/798-1050,0.345
UniRef100_UPI002FC3D4F0/799-1051,0.345
UniRef100_UPI002AB63733/489-741,0.352
UniRef100_UPI001CF6A36A/589-843,0.372
UniRef100_UPI001C69D62C/492-737,0.337
UniRef100_A0A8S4B261/376-628,0.360
UniRef100_UPI001C69C30F/493-738,0.337
UniRef100_UPI001C6F87A6/492-737,0.337
UniRef100_UPI001C6F63FB/493-738,0.337
UniRef100_UPI001C4BFA40/589-843,0.372
UniRef100_UPI001A7EE74F/750-1004,0.364
UniRef100_A0A8C9RBV4/40-292,0.330
UniRef100_A0A3B3BCZ5/400-652,0.352
UniRef100_UPI0010A450F0/172-431,0.582
UniRef100_A0A8C1U8Y7/638-892,0.364
UniRef100_A0A9J7ZP02/638-892,0.364
UniRef100_UPI0020B30456/504-756,0.337
UniRef100_UPI0022225CC6/648-901,0.349
UniRef100_UPI00076A0F7C/463-715,0.345
UniRef100_W5KD56/464-716,0.345
UniRef100_A0A8B9GYH6/464-716,0.345
UniRef100_A0A3P8U6D2/45-299,0.364
UniRef100_UPI0028738449/491-743,0.352
UniRef100_UPI002873AEEF/493-745,0.352
UniRef100_A0A3N0YCI2/632-887,0.356
UniRef100_A0A9D3SXP2/468-721,0.349
UniRef100_A0A3B3QS03/391-643,0.345
UniRef100_UPI001CF6A7E3/660-914,0.372
UniRef100_A0A8C4TMB5/177-435,0.617
UniRef100_A0A3P8R3Q6/470-724,0.364
UniRef100_A0A8C1F1J7/647-902,0.356
UniRef100_A0A8C1SQI7/648-903,0.356
UniRef100_A0A9Q9Z9J7/648-903,0.356
UniRef100_A0A8C1KGD0/650-905,0.356
UniRef100_A0A8C2L7T6/650-905,0.356
UniRef100_UPI000522CCDD/20-265,0.330
UniRef100_UPI001C4A9E26/660-914,0.372
UniRef100_A0A8M3ATA3/612-867,0.356
UniRef100_A0AA47P083/194-453,0.605
UniRef100_UPI000497D50F/625-879,0.356
UniRef100_UPI001C03DD47/640-894,0.372
UniRef100_A0A2U9C5V5/966-1220,0.360
UniRef100_A0A8C1R3R5/127-388,0.345
UniRef100_UPI002277E06C/637-892,0.360
UniRef100_A0A5A9NGL0/636-891,0.349
UniRef100_A0A3Q4GTP9/237-455,0.368
UniRef100_A0A452TGG6/2-220,0.314
UniRef100_A0A3Q0RUD5/376-628,0.352
UniRef100_A0A8C1R3V4/154-415,0.345
UniRef100_UPI000719FA69/240-456,0.345
UniRef100_A0A9X9PUG4/2-220,0.314
UniRef100_A0A7L1TFX0/227-443,0.337
UniRef100_H9G371/366-618,0.345
UniRef100_A0A553NHK2/366-618,0.341
UniRef100_A0A3P9IWV7/279-537,0.617
UniRef100_UPI00202F253D/254-506,0.360
UniRef100_H2L945/164-422,0.613
UniRef100_UPI0011E9B676/392-644,0.352
UniRef100_A0A3B5B3P6/393-645,0.349
UniRef100_A0A8T3D788/442-694,0.345
UniRef100_A0A9Y4NCQ4/395-647,0.349
UniRef100_A0A8C2DQJ8/154-415,0.345
UniRef100_UPI0022346936/206-464,0.617
UniRef100_UPI0022217E6B/635-890,0.352
UniRef100_UPI0028686E77/637-892,0.356
UniRef100_A0A3S2P7T4/401-653,0.352
UniRef100_UPI0024570004/754-1007,0.341
UniRef100_UPI002FC28663/374-626,0.360
UniRef100_UPI002FC39E33/376-628,0.360
UniRef100_A0A452TGF9/2-220,0.314
UniRef100_UPI00071D4A24/2-217,0.337
UniRef100_UPI002AC84213/405-657,0.345
UniRef100_A0A452TG71/2-220,0.314
UniRef100_UPI001CE1F0A6/740-994,0.364
UniRef100_UPI000904A440/695-949,0.364
UniRef100_UPI002A598E4B/386-638,0.364
UniRef100_I3J1B6/694-948,0.364
UniRef100_A0A3P9H8J7/309-567,0.617
UniRef100_A0AA40HYT1/2-220,0.318
UniRef100_A0A1L8F1Z0/385-637,0.330
UniRef100_A0A4Z2FJG0/3-218,0.368
UniRef100_UPI0007F8A7EE/553-807,0.364
UniRef100_A0A8C4AX93/179-437,0.579
UniRef100_H3CBB4/424-675,0.341
UniRef100_UPI002FD0C04D/724-979,0.337
UniRef100_UPI0011E9CAEC/701-955,0.360
UniRef100_UPI000CF7DBBF/187-444,0.613
UniRef100_UPI000775A0F5/231-485,0.644
UniRef100_UPI002FE61640/668-922,0.364
UniRef100_UPI0024C06052/610-865,0.352
UniRef100_A0A3B3BYJ4/194-451,0.613
UniRef100_UPI0007BA59A0/2-220,0.322
UniRef100_A0A834CSX4/194-451,0.613
UniRef100_A0A4W6DJ19/613-867,0.360
UniRef100_A0A3Q2ZCX5/612-866,0.364
UniRef100_A0A0S7FL85/401-653,0.349
UniRef100_UPI0003EBC0D1/692-946,0.368
UniRef100_UPI002FE685BB/700-954,0.364
UniRef100_A0A8C1N2J9/122-383,0.345
UniRef100_UPI0011768EE8/151-405,0.360
UniRef100_A0A3P8Y383/840-1094,0.364
UniRef100_A0A8C6SAI1/143-386,0.345
UniRef100_A0A8C1R3U6/122-383,0.345
UniRef100_A0A3B3S2K1/540-792,0.333
UniRef100_A0AAD3MAQ6/659-913,0.360
UniRef100_A0A3B4BP81/634-889,0.352
UniRef100_A0A4V6AQB4/26-248,0.310
UniRef100_A0A553MQM9/365-603,0.330
UniRef100_UPI002ADF1154/185-444,0.590
UniRef100_UPI002ADE3B39/394-646,0.349
UniRef100_UPI000873B4CB/672-926,0.360
UniRef100_UPI0003EC2066/394-646,0.356
UniRef100_I3KWH3/393-645,0.352
UniRef100_A2BD09/396-648,0.345
UniRef100_UPI0024C048CC/611-866,0.352
UniRef100_A0A9Y3RFS3/698-952,0.364
UniRef100_UPI0015A7FAC4/397-649,0.360
UniRef100_A0A8C0P8Q3/493-742,0.341
UniRef100_A0A3P8R3D7/701-955,0.364
UniRef100_A0A3P9BIY8/701-955,0.364
UniRef100_UPI00148638EA/43-262,0.330
UniRef100_A0A6Q2ZFT7/903-1157,0.364
UniRef100_A0A8C1N293/122-383,0.345
UniRef100_A0A3B4CRV6/454-707,0.368
UniRef100_A0A851F0R7/213-428,0.349
UniRef100_A0A9D3LPY7/376-628,0.356
UniRef100_UPI0007AC9390/605-860,0.360
UniRef100_UPI0018912672/468-721,0.368
UniRef100_A0A3B4E941/469-722,0.368
UniRef100_UPI001863FC09/645-900,0.349
UniRef100_A0A7J7SSA9/388-640,0.352
UniRef100_A0A8T2PM98/661-913,0.345
UniRef100_A0AA47MPK2/185-448,0.368
UniRef100_UPI00168D39C7/254-511,0.613
UniRef100_A0A8C3ZZX1/405-657,0.349
UniRef100_A0A8C1V3X7/169-430,0.345
UniRef100_UPI0014864660/1001-1255,0.372
UniRef100_A0A8C5QFG0/386-638,0.333
UniRef100_A0A8C1V6B8/138-399,0.345
UniRef100_A0A8C2DN86/138-399,0.345
UniRef100_UPI0011768F41/196-453,0.594
UniRef100_UPI0007B86907/635-890,0.360
UniRef100_H2L947/307-565,0.613
UniRef100_A0A091NL46/431-679,0.356
UniRef100_UPI0004F0D953/438-686,0.356
UniRef100_A0A8C1ET99/138-399,0.345
UniRef100_UPI0014020E82/400-652,0.352
UniRef100_A0A8C1N3J8/138-399,0.345
UniRef100_UPI001AAD986D/382-634,0.330
UniRef100_A0AA47M1A2/44-259,0.360
UniRef100_A0A9Q1I042/498-750,0.341
UniRef100_UPI002A5A8C5F/499-751,0.341
UniRef100_UPI0005216CA1/4-252,0.352
UniRef100_UPI00168CC58B/298-555,0.613
UniRef100_A0A8C7CU21/186-415,0.364
UniRef100_A0A6J0TLD9/412-664,0.337
UniRef100_UPI00211072F5/190-447,0.556
UniRef100_A0A6J0TKL5/413-665,0.337
UniRef100_A0A7K8NZD3/1-233,0.314
UniRef100_A0A7K9LHP3/101-320,0.333
UniRef100_A0A7J7SS89/476-728,0.352
UniRef100_UPI00174E31BE/478-730,0.352
UniRef100_UPI0007BA59B5/636-891,0.360
UniRef100_A0A1A8S1Y1/330-584,0.364
UniRef100_A0AAD5AV03/427-680,0.330
UniRef100_A0A8C0EWQ4/266-484,0.337
UniRef100_A0A7L3CM78/1-233,0.330
UniRef100_UPI00237E918E/223-494,0.379
UniRef100_UPI0022420EA5/640-895,0.349
UniRef100_UPI002E10AD4C/221-470,0.368
UniRef100_UPI002241FE83/639-894,0.349
UniRef100_A0AA88QDD7/278-523,0.375
UniRef100_UPI0024350966/658-913,0.352
UniRef100_UPI001470FF07/616-870,0.360
UniRef100_UPI00223412A4/627-881,0.360
UniRef100_A0A3Q1FU87/627-881,0.360
UniRef100_A0A401Q7D3/1-220,0.326
UniRef100_A0A8C0EWC2/202-418,0.337
UniRef100_UPI0014020E7F/487-739,0.352
UniRef100_UPI00148E3F85/598-852,0.352
UniRef100_UPI00148CC2AD/643-897,0.352
UniRef100_UPI002868A1C0/626-881,0.356
UniRef100_UPI00148E34AD/654-908,0.352
UniRef100_UPI00295AB480/512-763,0.345
UniRef100_UPI001CD845CF/4-221,0.356
UniRef100_A0A8K9Y8G3/201-438,0.368
UniRef100_A0A673K1C4/37-292,0.364
UniRef100_A0A1A8IHJ4/340-594,0.360
UniRef100_UPI002ADF6CF8/185-443,0.586
UniRef100_A0A1A8EJ65/465-719,0.360
UniRef100_A0AA88JC99/197-455,0.579
UniRef100_A0A5J5DD14/660-913,0.356
UniRef100_A0AAD7W563/241-460,0.356
UniRef100_UPI002303B293/395-648,0.330
UniRef100_UPI000511029E/259-474,0.337
UniRef100_A0A8C5D4A5/593-847,0.364
UniRef100_A0A3S2PTN5/224-456,0.375
UniRef100_UPI002ADFFD12/207-465,0.586
UniRef100_L5LYY9/246-498,0.349
UniRef100_A0A9D3QCY7/701-953,0.345
UniRef100_A0A8C0EWE5/258-474,0.337
UniRef100_A0A4W4E0S2/37-292,0.352
UniRef100_UPI001BF97BC0/647-902,0.330
UniRef100_UPI0021F65478/572-826,0.356
UniRef100_A0A6P7MF28/611-865,0.360
UniRef100_UPI002305A392/658-912,0.368
UniRef100_A0A1A8ALS7/555-809,0.364
UniRef100_UPI0024042276/555-809,0.364
UniRef100_A0A8C7YTB0/351-605,0.360
UniRef100_A0A851JIU1/108-328,0.349
UniRef100_UPI002DB5658C/638-892,0.345
UniRef100_A0A8P4FZL3/643-897,0.356
UniRef100_UPI001FB59D53/588-842,0.356
UniRef100_UPI0029C93A0C/655-909,0.349
UniRef100_A0A665T4B8/387-641,0.345
UniRef100_UPI002DBDAF0B/649-903,0.345
UniRef100_A0A9R0AND9/638-890,0.360
UniRef100_A0A3P9KHA2/164-422,0.609
UniRef100_UPI0018644A17/708-960,0.345
UniRef100_A0A9D2XIN6/594-848,0.364
UniRef100_UPI00097D0DBF/650-904,0.360
UniRef100_A0A218U8R0/356-572,0.349
UniRef100_A0A8C6W0T7/605-859,0.364
UniRef100_A0A1A8VD15/605-859,0.364
UniRef100_UPI00097DACB7/661-915,0.360
UniRef100_A0A6P8SQJ3/398-650,0.333
UniRef100_UPI0024043058/605-859,0.364
UniRef100_A0A1A8MCW7/607-861,0.364
UniRef100_A0A6P8FU76/417-670,0.341
UniRef100_UPI001FAFECB0/598-852,0.352
UniRef100_A0A8D2LXG8/370-622,0.322
UniRef100_UPI001476EDE5/847-1101,0.368
UniRef100_UPI001FB817C8/659-913,0.356
UniRef100_UPI001476B90A/846-1100,0.368
UniRef100_UPI001FAFA90C/643-897,0.352
UniRef100_UPI001BFADECF/422-675,0.333
UniRef100_UPI001FAFCA04/654-908,0.352
UniRef100_F6WP72/4-254,0.379
UniRef100_UPI000944C6AD/478-730,0.333
UniRef100_UPI000942EE2C/479-731,0.333
UniRef100_A0A9Q0EUV2/57-302,0.333
UniRef100_UPI0019623BB9/179-437,0.621
UniRef100_UPI002F90B3E0/53-307,0.337
UniRef100_UPI0014775AFF/909-1163,0.368
UniRef100_UPI001CF79181/411-663,0.322
UniRef100_A0A9R0BH39/385-638,0.349
UniRef100_A0A6P6RMB4/637-892,0.356
UniRef100_A0A1A8CFZ8/580-834,0.360
UniRef100_UPI001C09C7F9/420-673,0.333
UniRef100_A0A1S3RD58/2-220,0.314
UniRef100_UPI002A59C119/617-869,0.341
UniRef100_A0A1A7XUI0/610-864,0.375
UniRef100_UPI001C091977/647-902,0.330
UniRef100_A0A835NY81/398-661,0.333
UniRef100_A0A3Q3FUD2/445-699,0.349
UniRef100_UPI0029C0FCAF/652-906,0.349
UniRef100_UPI001E66F231/2-220,0.322
UniRef100_A0A6J0J7B1/2-217,0.333
UniRef100_UPI002FCD5D89/354-606,0.345
UniRef100_A0A553R9N3/599-854,0.360
UniRef100_A0A9W7WIQ1/2-220,0.318
UniRef100_A0A8D3A5S5/765-1019,0.360
UniRef100_A0A8C0SAP4/493-738,0.337
UniRef100_UPI000528CC9D/2-216,0.337
UniRef100_UPI000878117B/414-666,0.330
UniRef100_UPI0003EBBA61/480-732,0.349
UniRef100_A0A8D0GRT5/179-399,0.341
UniRef100_A0A8D0GJ16/181-401,0.341
UniRef100_UPI0018EB4660/660-914,0.360
UniRef100_UPI00232A6913/640-894,0.345
UniRef100_UPI002E0F9298/420-673,0.337
UniRef100_UPI00232A50B6/651-905,0.345
UniRef100_A0A8C7U4E5/201-418,0.356
UniRef100_A0AA47P660/608-861,0.345
UniRef100_UPI002ADD3BFA/595-849,0.360
UniRef100_UPI0024DF725D/383-635,0.341
UniRef100_A0A8C7X313/118-335,0.330
UniRef100_A0A3B4ZYT1/611-865,0.368
UniRef100_UPI0009B2F370/646-900,0.349
UniRef100_UPI002AD31762/631-885,0.356
UniRef100_UPI00129ED03F/8-267,0.326
UniRef100_UPI00241189BD/629-883,0.364
UniRef100_A0A3Q1D495/629-883,0.364
UniRef100_UPI0018992E38/707-961,0.375
UniRef100_A0A8C4ZPW6/46-298,0.356
UniRef100_A0A9N7V5J3/651-905,0.345
UniRef100_A0A1A8RT02/605-859,0.360
UniRef100_UPI0011135AEC/624-878,0.345
UniRef100_A0A7K7BHM4/225-443,0.337
UniRef100_A0A8D0BXN1/402-654,0.333
UniRef100_A0A3Q4IFZ9/195-448,0.582
UniRef100_A0A7K4IZQ8/1-235,0.330
UniRef100_UPI00155EA9B7/660-913,0.349
UniRef100_UPI0011143CE0/662-916,0.345
UniRef100_UPI001885D14E/190-447,0.571
UniRef100_A0A3Q4NAM4/211-464,0.582
UniRef100_UPI0004F0CD2A/1-215,0.337
UniRef100_A0A3B3VSI1/25-279,0.360
UniRef100_UPI001ED7E812/654-908,0.356
UniRef100_A0A8D0DE35/235-452,0.330
UniRef100_UPI002ADF85B9/563-817,0.356
UniRef100_UPI001C4BE76A/669-923,0.368
UniRef100_UPI00186558E5/468-721,0.341
UniRef100_UPI0025A5BD5C/588-842,0.356
UniRef100_A0A0P7WJT1/313-563,0.330
UniRef100_A0A9L0T775/197-431,0.372
UniRef100_A0A4W5R0P3/216-434,0.326
UniRef100_A0A8C6ZWP5/243-454,0.349
UniRef100_UPI0022786D35/444-695,0.372
UniRef100_UPI0020CAFB69/556-811,0.352
UniRef100_A0A0Q3X875/2-212,0.337
UniRef100_A0A8C4ZNG4/188-403,0.352
UniRef100_H2MQ38/539-793,0.360
UniRef100_A0A3P9L4G0/539-793,0.360
UniRef100_UPI002241889A/379-631,0.345
UniRef100_A0AAD9FBQ2/598-852,0.360
UniRef100_A0A4W4E0B5/433-688,0.352
UniRef100_UPI00106EF0E8/599-853,0.360
UniRef100_A0A8B9JMC4/640-895,0.352
UniRef100_A0A3B1IMK2/640-895,0.352
UniRef100_UPI002ACE4132/526-780,0.352
UniRef100_A0A3Q2YDM5/11-265,0.349
UniRef100_A0A8C2WDN6/204-421,0.330
UniRef100_A0AAD6BI29/617-871,0.360
UniRef100_UPI0020CB0801/640-895,0.352
UniRef100_A0A315V5X0/398-647,0.352
UniRef100_UPI00106DDBBB/659-913,0.360
UniRef100_A0A484CZM7/670-924,0.360
UniRef100_UPI00186553F3/469-722,0.356
UniRef100_A0A4W4DYK1/368-623,0.352
UniRef100_UPI00227A1F52/2-220,0.314
UniRef100_UPI001CFB68AE/391-643,0.345
UniRef100_UPI002ACE67EC/600-854,0.352
UniRef100_UPI00051EF833/7-219,0.333
UniRef100_A0A6P8VUF4/617-871,0.360
UniRef100_UPI0028690C0D/444-695,0.372
UniRef100_UPI0015F8935E/471-722,0.349
UniRef100_UPI0015F9E151/472-723,0.349
UniRef100_UPI00189148C8/634-889,0.352
UniRef100_A0A4W5QAK1/140-356,0.356
UniRef100_A0A6A5FCB2/658-912,0.356
UniRef100_UPI000180D327/190-440,0.379
UniRef100_UPI0007B95D8B/611-866,0.364
UniRef100_A0A6F9B8A1/15-229,0.330
UniRef100_UPI0015CFC563/759-1014,0.352
UniRef100_UPI0025ADE11F/484-738,0.352
UniRef100_A0AAE0Q5N1/94-317,0.337
UniRef100_A0A9Q9VZE5/440-691,0.372
UniRef100_UPI002AD3E332/526-780,0.356
UniRef100_UPI001BDF86EC/477-728,0.352
UniRef100_A0A9Q9VZE9/444-695,0.372
UniRef100_A0A8C1BCB2/444-695,0.372
UniRef100_A0A8C1NE71/446-697,0.372
UniRef100_UPI001BE01946/477-728,0.352
UniRef100_UPI001BDFEC5D/478-729,0.352
UniRef100_A0A6A1QFD8/1-232,0.808
UniRef100_A0A8C4Q0H8/228-480,0.349
UniRef100_A0A6P3HT09/357-610,0.341
UniRef100_UPI00222162E0/364-616,0.341
UniRef100_UPI00272AFE7B/440-691,0.372
UniRef100_A0A7J6DDM5/443-694,0.372
UniRef100_Q4SD55/7-261,0.341
UniRef100_UPI0013866E5D/231-489,0.705
UniRef100_A0A3L8Q3F4/2-212,0.341
UniRef100_UPI0014041454/666-918,0.341
UniRef100_A0A835NCP4/14-260,0.337
UniRef100_UPI002406C0A3/489-743,0.356
UniRef100_UPI002AD59B0E/600-854,0.356
UniRef100_UPI0025AE9029/558-812,0.352
UniRef100_UPI001402B09D/744-996,0.341
UniRef100_A0A4W4DYK5/589-844,0.352
UniRef100_A0AAD8ZDP5/745-1000,0.352
UniRef100_UPI0009B47FE3/576-830,0.360
UniRef100_A0A3P9JA79/539-793,0.360
UniRef100_UPI001BE8DD4D/594-848,0.356
UniRef100_UPI002DD8DBA6/660-914,0.368
UniRef100_A0A6P6JRB6/444-695,0.372
UniRef100_UPI002278E51D/444-695,0.372
UniRef100_UPI002405474E/562-816,0.356
UniRef100_A0AA47M5J9/224-454,0.375
UniRef100_A0A3Q3K2B4/647-901,0.360
UniRef100_UPI0018F3A740/494-746,0.326
UniRef100_UPI001CFC9DC4/1-220,0.310
UniRef100_UPI001BE59662/665-919,0.356
UniRef100_UPI00140F9FD7/482-729,0.333
UniRef100_UPI0012DC0A68/482-734,0.337
UniRef100_A0A7J5ZD67/192-432,0.567
UniRef100_A0A8C7MZ05/483-735,0.337
UniRef100_A0A9X9PU81/1-220,0.310
UniRef100_UPI0009A06737/483-735,0.337
UniRef100_A0A9D3NI21/422-675,0.360
UniRef100_UPI0009A009DE/484-736,0.337
UniRef100_A0A673I4F4/235-453,0.341
UniRef100_UPI000D0A0196/490-742,0.337
UniRef100_UPI0015FC8FEC/489-741,0.337
UniRef100_UPI000D0A7224/490-742,0.337
UniRef100_A0A8C8MAQ0/491-743,0.337
UniRef100_UPI0015FE5237/489-741,0.337
UniRef100_V8NV31/2-212,0.349
UniRef100_UPI00113117D9/489-741,0.337
UniRef100_UPI00113069BC/489-741,0.337
UniRef100_A0A8C4Q0F8/353-605,0.349
UniRef100_UPI00071A99D1/139-385,0.337
UniRef100_UPI001EAE9BBF/474-725,0.349
UniRef100_UPI0015FD490E/490-742,0.337
UniRef100_UPI00113284CB/490-742,0.337
UniRef100_UPI001EAF551E/475-726,0.349
UniRef100_A0A8C4QDG1/42-281,0.322
UniRef100_UPI0011304F9E/474-725,0.349
UniRef100_A0A6I9PAG6/614-868,0.349
UniRef100_UPI001878B74B/480-731,0.349
UniRef100_G3WXY3/398-646,0.341
UniRef100_UPI00266BD98B/450-703,0.360
UniRef100_A0A1S3R1C5/468-718,0.349
UniRef100_UPI001E66BF0B/468-718,0.349
UniRef100_A0A8C7UGV0/481-732,0.349
UniRef100_A0A1S3QZX4/469-719,0.349
UniRef100_UPI001E66ABE0/469-719,0.349
UniRef100_UPI001131FE24/472-722,0.349
UniRef100_UPI002E13C7E3/649-904,0.330
UniRef100_A0A674CPK1/473-723,0.349
UniRef100_A0A673Z4B3/187-401,0.356
UniRef100_UPI002B1DEF89/495-749,0.352
UniRef100_A0A8S4ABR9/600-854,0.352
UniRef100_UPI00097D6438/2-225,0.326
UniRef100_UPI00187CB122/583-837,0.368
UniRef100_A0A5N5M7V5/451-704,0.360
UniRef100_A0A6J2PIY0/633-887,0.356
UniRef100_UPI0015E1BEAB/655-909,0.349
UniRef100_A0A9F2R207/357-609,0.341
UniRef100_UPI00187C4B29/600-854,0.368
UniRef100_UPI000F00A30C/450-703,0.360
UniRef100_UPI002ADF365B/495-749,0.356
UniRef100_UPI000EFE4296/451-704,0.360
UniRef100_A0A7K7PZA2/116-362,0.337
UniRef100_A0A498MYN2/405-656,0.368
UniRef100_A0A7K7R811/120-366,0.337
UniRef100_UPI002B1CFCB4/573-827,0.352
UniRef100_A0A9N7ZCT0/5-221,0.341
UniRef100_UPI001445ED89/427-681,0.349
UniRef100_UPI00187BE290/654-908,0.368
UniRef100_UPI00053246E9/2-234,0.322
UniRef100_UPI000E775DE9/1-220,0.322
UniRef100_A0A7K7RJC4/137-383,0.337
UniRef100_UPI002869137F/406-657,0.360
UniRef100_UPI002AE00BF0/573-827,0.356
UniRef100_A0A851KEY1/143-389,0.337
UniRef100_UPI0013B42AF3/13-229,0.337
UniRef100_UPI002868ECB6/442-693,0.360
UniRef100_UPI001C893EE3/438-689,0.364
UniRef100_A0A401NPL9/154-370,0.333
UniRef100_UPI0024BFF1E1/119-369,0.372
UniRef100_UPI001C890053/220-469,0.379
UniRef100_UPI001C89613E/437-688,0.364
UniRef100_A0A8C9ZJJ2/579-833,0.352
UniRef100_UPI0020D0B0DA/657-911,0.349
UniRef100_UPI0018784C02/401-653,0.337
UniRef100_UPI0011568F4B/1-220,0.322
UniRef100_F1R9Q1/439-690,0.364
UniRef100_UPI000E777AEA/1-220,0.322
UniRef100_A0A8N7UVJ6/440-691,0.364
UniRef100_UPI0007BA0F4C/442-694,0.360
UniRef100_UPI0014699F88/617-871,0.349
UniRef100_A0A671MNH4/444-696,0.360
UniRef100_UPI0022423C38/369-621,0.341
UniRef100_UPI0011B745CE/671-923,0.356
UniRef100_UPI0004A2B057/623-877,0.360
UniRef100_A0A3P9P2J7/625-879,0.360
UniRef100_A0A087YKF7/625-879,0.360
UniRef100_UPI000D0A5DE6/477-728,0.352
UniRef100_UPI00195FCAD2/28-274,0.337
UniRef100_G3PD48/438-692,0.352
UniRef100_UPI000D0A719D/478-729,0.352
UniRef100_UPI00214E6E25/586-840,0.345
UniRef100_A0A8C9ZSE6/667-921,0.352
UniRef100_A0A8C5U205/1-231,0.333
UniRef100_A0A8U8CBR0/162-407,0.337
UniRef100_A0A852KTB2/1-233,0.326
UniRef100_UPI0011B6D399/749-1001,0.356
UniRef100_UPI0011B822EB/747-999,0.356
UniRef100_A0A9Q1G764/621-873,0.333
UniRef100_A0A2I4ASB9/558-812,0.372
UniRef100_A0A3Q2YCA1/406-660,0.349
UniRef100_UPI00072DD634/625-879,0.360
UniRef100_A0A3B5LQI7/51-305,0.352
UniRef100_G3PD32/614-868,0.352
UniRef100_A0A2I4ASE9/567-821,0.372
UniRef100_A0A8C7NVA8/489-741,0.337
UniRef100_UPI0018782E31/489-741,0.337
UniRef100_UPI0018781432/490-742,0.337
UniRef100_A0A3Q3E957/365-619,0.349
UniRef100_A0A060WXL9/486-738,0.337
UniRef100_UPI001C3D34D5/2-220,0.314
UniRef100_UPI001EAF4E74/489-741,0.333
UniRef100_UPI001EAF00F9/489-741,0.333
UniRef100_UPI001FAB7B3B/517-771,0.352
UniRef100_UPI001EAF2BD9/490-742,0.333
UniRef100_UPI00214E6E0A/657-911,0.345
UniRef100_UPI0023500F16/448-701,0.360
UniRef100_UPI0023505797/449-702,0.360
UniRef100_UPI001447C62F/658-912,0.349
UniRef100_G3PD23/675-929,0.352
UniRef100_UPI002FD7DFB8/393-645,0.341
UniRef100_A0A4W5L9A3/391-642,0.352
UniRef100_UPI0024C48441/673-925,0.356
UniRef100_A0A673I919/353-605,0.364
UniRef100_U3JLK9/1-231,0.337
UniRef100_A0A4W4GSB0/435-686,0.360
UniRef100_A0A060WL37/555-806,0.352
UniRef100_UPI0027E1BDE8/660-914,0.352
UniRef100_A0A7J6ATN9/447-700,0.360
UniRef100_UPI002433D33D/414-670,0.314
UniRef100_UPI0024112EFE/400-652,0.345
UniRef100_A0A401TA75/2-212,0.337
UniRef100_A0A8C1ZYJ6/407-658,0.368
UniRef100_A0A287CX51/1-220,0.310
UniRef100_UPI0015CFBF08/465-716,0.360
UniRef100_UPI0015D0A64D/464-715,0.360
UniRef100_UPI0024C485B0/751-1003,0.356
UniRef100_A0A9Q0EG75/96-319,0.318
UniRef100_A0A8C2EQJ1/432-683,0.368
UniRef100_A0A8C2AJ64/440-691,0.368
UniRef100_A0A8C2AJ99/440-691,0.368
UniRef100_UPI001FAC4BA3/609-863,0.352
UniRef100_UPI00094F1BA1/527-781,0.349
UniRef100_A0A4W5JX71/492-744,0.337
UniRef100_A0A8C1ENF3/433-684,0.368
UniRef100_A0A8C1MVK9/433-684,0.368
UniRef100_A0A6F9ARF0/485-736,0.337
UniRef100_A0A8C3LUK2/1-231,0.337
